id,filename,line_number,organization_name,city_state,organization_type,position_held,from_date,to_date,staffer_id,organization_id,organization_slug,pfd_endnote
"1384","1255","4","T.R. Winston & Company","Los Angeles, California","Corporation","Managing Director","2013-04-16","","1273","1258","t-r-winston-company","Managing Director was Dr. Gottlieb's working title. He received no equity in the firm as part of his compensation. He was paid for consulting services. His working title should not be assumed to imply that he had carried interest. He had no such equity interest."
"1393","1255","13","CombiMatrix","Irvine, California","Corporation","Independent Member of the Board of Directors","2009-01-16","2016-12-16","1273","1263","combimatrix-corporation",""
"1398","1255","18","Kure","Charlotte, North Carolina","Corporation","Member of the Board of Directors","2015-03-16","2016-05-16","1273","1291","kure","Position held through considerations related to T.R. Winston. Uncompensated Postion"
"1408","1258","1","Senate Employee Childcare Center","Washington, District of Columbia","Non-Profit","Vice President","2015-01-16","2016-12-16","1276","6130","senate-employee-childcare-center",""
"1413","1263","4","National Association of States United for Aging and Disabilities","Washington, District of Columbia","Non-Profit","Board Member","2007-10-16","2016-08-16","1281","6133","national-association-of-states-united-for-aging-and-disabilities",""
"1424","1267","4","Biotechnology Innovation Organization","Washington, District of Columbia","Non-Profit","Member, Board of Directors; Member, Executive Committee; Co- Chair of Board Standing Committee on Reimbursement","2013-04-16","2017-01-16","1285","6137","biotechnology-innovation-organization",""
"1426","1267","6","Indianapolis Symphony Society","Indianapolis, Indiana","Non-Profit","Member, Board of Directors","2008-11-15","","1285","6139","indianapolis-symphony-society",""
"1427","1267","7","Seraphim Strategies, LLC","Indianapolis, Indiana","LLC","Chairman and Founder","2017-01-16","","1285","1370","seraphim-strategies-llc",""
"1434","1270","1","Carnegie Mellon University, Tepper School of Business","Pittsburgh, Pennsylvania","University/Colle ge","Professor of Economics, The Friends of Allan Meltzer Professorship","2005-08-16","","1288","150","carnegie-mellon-university","I have been a Professor of Economics at Carnegie Mellon's Tepper School of Business since 2005; I have held The Friends of Allan Meltzer Chaired Professorship since October 2012."
"1436","1270","3","Swedish Riksdag, Committee on Finance","Stockholm, Sweden, Outside U.S.","Government of Sweden, Parliament, Committee on Finance","Commissioned to Prepare an External Review of the Riksbank and Swedish Monetary Policy","2014-11-15","2016-05-16","1288","1440","swedish-riksdag-committee-on-finance","Commissioned by the Swedish Riksdag, with Mervyn King (Governor of the Bank of England 2003- 2013), to undertake an External Review of the Riksbank and Swedish Monetary Policy; published 144 page \"Review of the Riskbank's Monetary Policy 2010-2015,\" on website of the Swedish Riksdag, January 2016."
"1459","1276","9","Heroes Linked, Military Veterans Appreciation Trust Foundation","Sherman Oaks, California","Non-Profit","Member, Board of Advisors","2015-06-16","","1294","6156","heroes-linked-military-veterans-appreciation-trust-foundation",""
"1462","1276","12","National Academies of Sciences, Engineering and Medicine","Washington, District of Columbia","Non-Profit","Member, Committee on Polar Icebreaker Cost Assessment","2016-12-16","","1294","6154","national-academies-of-sciences",""
"1463","1276","13","Naval Postgraduate School, Center for Executive Education","","University/Colle ge","Instructor, 1099 position","2007-01-16","","1294","6158","naval-postgraduate-school-center-for-executive-education","The postgraduate school is operated by the United States Navy (http://my.nps.edu/)"
"1472","1280","1","Royal Oaks Home Owner's Association Section 3","Fredericksburg, Virginia","Home Owner's Association","Vice President","2017-01-16","","1298","6160","royal-oaks-home-owner-s-association-section-3","I resigned from this position subsequent to filing."
"1481","1284","3","University of North Texas Health Science Center","Fort Worth, Texas","University/Colle ge","Special Assistant to the President","2016-01-16","2016-10-16","1302","1466","university-of-north-texas-health-science-center","Led development and strategy for UNTHSC Institute for Patient Safety"
"1493","1285","4","Coalition for the Homeless of Houston/Harris County","Houston, Texas","private non- profit corporation","Member, Board of Directors","2012-01-16","2016-06-16","1303","6168","coalition-for-the-homeless-of-houston-harris-county",""
"1500","1289","1","Salt River Project Agricultural Improvement and Power District","Tempe, Arizona","municipal corporation and political subdivision under laws of the State of Arizona","Director of Water Strategy","2016-05-16","","1307","1511","salt-river-project",""
"1504","1290","2","Little Falls Presbyterian Foundation","Arlington, Virginia","Non-Profit","Member, Board of Directors","2011-01-16","","1308","6175","little-falls-presbyterian-foundation",""
"1510","1292","2","Federalist Society for Law & Policy","Washington, District of Columbia","Non-Profit","Chair - regulatory reform project","2016-05-16","","1310","228","federalist-society",""
"1517","1294","2","Tidal Basin Holdings, Inc","Alexandria, Virginia","Corporation","Senior Vice President","2006-11-16","","1312","1545","tidal-basin-holdings-inc","Wholly Owned Subsidiary of Adjusters International"
"1525","1295","5","Policy Innovators in Education (PIE) Network","Minneapolis, Minnesota","Non-Profit","Member and Treasurer, Board of Directors","2015-12-16","","1313","6184","policy-innovators-in-education-pie-network",""
"1531","1298","2","Texas Woman's University","Denton, Dallas, Houston, Texas","University/Colle ge","Chair of Board of Regents","2013-03-16","","1316","6189","texas-woman-s-university",""
"1538","1303","2","Franklin Templeton Investments - Darby","Coral Gables, Florida","Corporation","Managing Director","2014-04-16","2016-04-16","1321","538","franklin-templeton-investments-corp",""
"1544","1306","5","Combs Cattle Company","Austin, Texas","Corporation","President","1995-09-16","","1324","6199","combs-cattle-company",""
"1549","1307","1","RWI Benefits, LLC","Miami, Oklahoma","Corporation","President","2007-11-15","","1325","1599","rwi-benefits-llc",""
"1553","1307","5","RWI Consulting, LLC","Miami, Oklahoma","Corporation","President","2016-10-16","","1325","1602","rwi-consulting-llc",""
"1556","1307","8","Family Revocable Living Trust #3","St. Louis, Missouri","Trust","Trustee","2013-05-16","","1325","6204","family-revocable-living-trust-3",""
"1560","1307","12","Tribal Business Journal","Fort Lauderdale, Florida","Business Journal","Advisory Board Member","2016-06-16","","1325","6208","tribal-business-journal",""
"1565","1308","2","Health Systems Innovation Network LLC (Heath Economics Consulting)","Wayzata, Minnesota","LLC","Managing Principal","1998-07-16","","1326","1605","health-systems-innovation-network-llc",""
"1570","1308","7","Starting Block Capital LLC (Media Company)","Washington, District of Columbia","LLC","Advisory Board Member","2013-10-16","","1326","6215","starting-block-capital-llc-media-company",""
"1575","1308","12","National Center for Interprofessional Practice and Education","Minneapolis, Minnesota","Public-Private Partnership","National Advisory Council","2013-10-16","","1326","6218","national-center-for-interprofessional-practice-and-education",""
"1586","1310","2","Primer Contacto USA, Inc.","Idaho Falls, Idaho","Corporation","Assistant Secretary","2010-05-16","","1328","6226","primer-contacto-usa-inc",""
"1590","1310","6","Melaleuca of Southeast Asia Export, Inc.","Las Vegas, Nevada","Corporation","Secretary and Director","2010-09-16","","1328","6230","melaleuca-of-southeast-asia-export-inc",""
"1596","1310","12","Melaleuca of Mexico Holdings, Inc.","Idaho Falls, Idaho","Corporation","Secretary","2013-06-16","","1328","6235","melaleuca-of-mexico-holdings-inc",""
"1600","1311","1","New Albany Community Foundation","New Albany, Ohio","Non-Profit","Board Member- Treasurer","2017-01-16","","1329","6238","new-albany-community-foundation",""
"1601","1311","2","New Albany Symphony Orchestra","New Albany, Ohio","Non-Profit","Board Member- Treasurer","2017-02-15","","1329","6239","new-albany-symphony-orchestra",""
"1605","1312","1","Suzanne I. Tufts, Consultant","New York, New York","Self Employed Consultant","Consultant","2002-11-16","","1330","6242","suzanne-i-tufts-consultant",""
"1612","1314","3","Family Revocable Trust #1","Prince William County, Virginia","Trust","Co-Trustee","2010-05-16","","1332","6243","family-revocable-trust-1_hide-81b203e8-1835-43c2-ad91-3ceed19e0173",""
"1615","1314","6","Western Fairfax Christian Ministries","Chantilly, Virginia","Non-Profit","Director, Board of Directors","2010-05-16","2015-04-16","1332","6245","western-fairfax-christian-ministries",""
"1622","1315","6","Family Trust","McLean, Virginia","Trust","Trustee","2012-06-16","","1333","6250","family-trust_hide-0b2c1dde-ba18-410c-b276-f9cd8b3fed7b",""
"1626","1316","2","Three Rivers Rowing Association (uncompensated)","Millvale, Pennsylvania","Non-Profit","Board Member","2017-01-16","","1334","6251","three-rivers-rowing-association-uncompensated",""
"1629","1316","5","National Coal Council (uncompensated)","Washington, District of Columbia","Federal Advisory Committee - US Department of Energy","Representative","2016-01-16","","1334","6254","national-coal-council-uncompensated",""
"1631","1318","1","Federal Communications Bar Association","Washington, District of Columbia","A non-profit 501(c)(6) organization that is a voluntary membership organization that provides educational and networking opportunities in the area of telecom law and policy","Member, Executive Committee (unpaid; term ends 6/30/17)","2013-07-16","","1336","6256","federal-communications-bar-association",""
"1645","1320","10","Riverside Military Academy","Gainesville, Georgia","Private Boarding Secondary School","Director","2017-06-16","","1338","6266","riverside-military-academy",""
"1647","1320","12","South Carolina Education Oversight Committee","Columbia, South Carolina","State Government","Committee Member","2011-01-16","2015-01-16","1338","6268","south-carolina-education-oversight-committee",""
"1651","1322","2","The Organization for Security & Cooperation in Europe, Office for Democratic Institutions & Human Rights","Warsaw, Outside U.S.","Intergovernmen tal Organization","Expert & Drafter (Consultant)","2017-05-16","","1340","6270","the-organization-for-security-cooperation-in-europe-office-for-democratic-institutions-human-rights",""
"1662","1325","4","GRID 21 Inc.","Washington, District of Columbia","Non-Profit","Member, Board of Directors (uncompensate d)","2011-06-16","","1343","6274","grid-21-inc",""
"1668","1327","1","University of Cincinnati","Cincinnati, Ohio","University/Colle ge","Professor","2015-08-16","","1345","1690","university-of-cincinnati",""
"1672","1327","5","Dourson, Dourson and Fowler, a General Partnership owning undeveloped land","Stanton, Kentucky","Partnership","General Partner","1994-01-16","","1345","6278","dourson-dourson-and-fowler-a-general-partnership-owning-undeveloped-land",""
"1679","1328","6","Association of Proprietary Colleges","New York, New York","University/Colle ge","Individual Independent Consultant","2016-04-16","2016-10-16","1346","1694","association-of-proprietary-colleges","Dates are estimated."
"1687","1332","1","Berkshire Hathaway Energy Company","Washington, District of Columbia","Corporation","Vice President","2016-04-16","","1350","1702","berkshire-hathaway-energy-company",""
