id,slug,agency_slug,position_title_1,position_title_2,position_title_3,staffer_id,start_date,end_date,agency_id,grade_level,linkedin_url,organization_name,organization_type,position_held,from_date,to_date,organization_slug
2344,blake-a-moore,defense,Special Assistant to the Deputy Assistant Secretary of Defense (Cyber),,,1965,,,5,"$161,900",,Intelligence and National Security Alliance,Non-Profit Organiza tion,Vice Chair,2017-01-16,,intelligence-and-national-security-alliance
2351,joseph-harold-felter,defense,Deputy Assistant Secretary of Defense for South and Southeast Asia,,,1969,2017-07-10,,5,"$173,000",,ESOC Research Organization,Non-Profit Organiza tion,Officer,2015-01-16,2017-07-16,esoc-research-organization
2356,joseph-harold-felter,defense,Deputy Assistant Secretary of Defense for South and Southeast Asia,,,1969,2017-07-10,,5,"$173,000",,Stanford University (Hoover),Educational Institu tion,Research Fellow,2011-09-16,2017-07-16,stanford-university-hoover
2363,alexandra-jane-seymour,defense,Special Assistant to the Deputy Assistant Secretary of Defense (Counternarcotic and Global Threats),,,1974,2017-09-25,,5,"$44,941",,The Hertog Foundation,Educational Institu tion,Fellow,2015-06-16,2015-08-16,the-hertog-foundation
2369,matthew-c-haskins,defense,Special Assistant to the Assistant Secretary of Defense for Legislative Affairs for GSA/Cyber,,,1982,2017-07-10,,5,"$94,796",,Hurd for Congress,Political Campaign,Consultant,2016-09-16,2016-11-15,hurd-for-congress
2374,harry-kelso,defense,Deputy General Counsel (Environment and Installations),,,1986,2017-09-05,,5,"$160,000",,Willowend Family Limited Partnership,Business Enterprise,Limited Partner,2015-04-16,,willowend-family-limited-partnership
2376,daniel-anthony-tomanelli,defense,Special Assistant to the Deputy Assistant Secretary of Defense for Middle East,,,1988,2017-08-14,,5,"$44,941",,Massachusetts Executive Office of Housing and Econ,State Government,Employee,2015-01-16,2015-07-16,massachusetts-executive-office-of-housing-and-econ-14ce6a22-872e-4fdc-8db7-867118a08e18
2383,andrew-f-knaggs,defense,Deputy Assistant Secretary of Defense for Special Operations and Combating Terrorism,,,1991,2017-09-05,,5,"$173,000",,KNAGGS LAW PLLC,Business Enterprise,Proprietor,2013-11-15,2017-09-16,knaggs-law-pllc
2388,coleman-lapointe,defense,"Director, Travel Operations",,,1994,2017-10-10,,5,"$112,021",,Barbara Bush LIteracy Foundation,Non-Profit Organiza tion,Development ,2016-07-16,2017-08-16,barbara-bush-literacy-foundation
2394,anne-c-teague,commerce,"Policy Assistant, Office of Policy and Strategic Planning",,,2041,2017-10-30,,43,"$66,510",,Friends of the American University of Afghanistan,Non-Profit,Chief of Staff,2011-11-15,2017-10-16,friends-of-the-american-university-of-afghanistan
2398,jeffrey-nadaner,commerce,Assistant Secretary of Commerce (Export Enforcement),,,2049,2018-02-05,,43,,,Jewish Institute for National Security of America  (JINSA),Non-Profit,"Senior Fellow, JINSA Gemunder Center for Defense & Strategy",2015-05-16,,jewish-institute-for-national-security-of-america-jinsa
2407,jeffrey-nadaner,commerce,Assistant Secretary of Commerce (Export Enforcement),,,2049,2018-02-05,,43,,,BlueQuartz Aerospace & Defense LLC (holding entity for possible acquisition of other businesses),LLC,Managing Member,2015-06-16,2017-06-16,bluequartz-aerospace-defense-llc-holding-entity-for-possible-acquisition-of-other-businesses
2417,karen-dunn-kelley-commerce,commerce,Under Secretary for Economic Affairs,,,2052,2017-08-21,,43,,,"Invesco Advisers, Inc.",Corporation,"Director,Co- President,Co- CEO,Co- Chairman",1990-01-16,2017-03-16,invesco-advisers-inc
2419,karen-dunn-kelley-commerce,commerce,Under Secretary for Economic Affairs,,,2052,2017-08-21,,43,,,Short-Term Investments Company (Global Series) plc,Corporation,Director,2000-12-16,2016-09-16,short-term-investments-company-global-series-plc
2423,karen-dunn-kelley-commerce,commerce,Under Secretary for Economic Affairs,,,2052,2017-08-21,,43,,,Invesco India (Mauritius) II Limited,Corporation,Director,2015-12-16,2016-10-16,invesco-india-mauritius-ii-limited
2427,karen-dunn-kelley-commerce,commerce,Under Secretary for Economic Affairs,,,2052,2017-08-21,,43,,,AIM Funds Group (Invesco Funds Group),Corporation,Senior Vice President,1993-09-16,2017-03-16,aim-funds-group-invesco-funds-group
2431,karen-dunn-kelley-commerce,commerce,Under Secretary for Economic Affairs,,,2052,2017-08-21,,43,,,AIM Investment Securities Funds (Invesco Investment Securities Funds),Corporation,Senior Vice President,1993-09-16,2017-03-16,aim-investment-securities-funds-invesco-investment-securities-funds
2436,karen-dunn-kelley-commerce,commerce,Under Secretary for Economic Affairs,,,2052,2017-08-21,,43,,,AIM Variable Insurance Funds (Invesco Variable Insurance Funds),Corporation,Senior Vice President,1999-12-16,2017-03-16,aim-variable-insurance-funds-invesco-variable-insurance-funds
2442,karen-dunn-kelley-commerce,commerce,Under Secretary for Economic Affairs,,,2052,2017-08-21,,43,,,Invesco Municipal Income Opportunities Trust,Corporation,Senior Vice President,2010-06-16,2017-03-16,invesco-municipal-income-opportunities-trust
2448,karen-dunn-kelley-commerce,commerce,Under Secretary for Economic Affairs,,,2052,2017-08-21,,43,,,Invesco Cayman Commodity Fund III Ltd,Corporation,Senior Vice President,2010-08-16,2017-03-16,invesco-cayman-commodity-fund-iii-ltd
2453,karen-dunn-kelley-commerce,commerce,Under Secretary for Economic Affairs,,,2052,2017-08-21,,43,,,Invesco Securities Trust,Corporation,Senior Vice President,2012-08-16,2017-03-16,invesco-securities-trust
2457,karen-dunn-kelley-commerce,commerce,Under Secretary for Economic Affairs,,,2052,2017-08-21,,43,,,Invesco High Income 2023 Target Term Fund,Corporation,Senior Vice President,2016-10-16,2017-03-16,invesco-high-income-2023-target-term-fund
2462,karen-dunn-kelley-commerce,commerce,Under Secretary for Economic Affairs,,,2052,2017-08-21,,43,,,Invesco Trust for Investment Grade New York Municipals,Corporation,Senior Vice President,2012-08-16,2017-03-16,invesco-trust-for-investment-grade-new-york-municipals
2464,karen-dunn-kelley-commerce,commerce,Under Secretary for Economic Affairs,,,2052,2017-08-21,,43,,,Invesco Cayman Commodity VI Ltd,Corporation,Senior Vice President,2012-09-16,2017-03-16,invesco-cayman-commodity-vi-ltd
2465,karen-dunn-kelley-commerce,commerce,Under Secretary for Economic Affairs,,,2052,2017-08-21,,43,,,Invesco Management Trust,Corporation,Senior Vice President,2014-03-16,2017-03-16,invesco-management-trust
2469,kevin-wheeler,commerce,"Deputy Chief of Staff for Policy, Office of Under Secretary",,,2055,2018-01-08,,43,,,Seafood Harvesters of America,Non-Profit,Executive Director,2016-12-16,2017-12-16,seafood-harvesters-of-america
2473,matthew-joseph-turpin,commerce,"Senior Advisor for China, Director General of the U.S. and Foreign Comercial Service and Assistant Secretary for Global Markets",,,2057,2018-01-08,,43,,,Cypress Grove LLC,Corporation,Principal,2017-08-16,,cypress-grove-llc
2489,matthew-aquino,defense,"Special Assistant to the Deputy Assistant Secretary of Defense for Russia, Ukraine and Eurasia",,,2064,2017-08-14,,5,"$54,972",,Eurasian Research and Analysis Institute,Business Enterprise,Research Fellow (unp aid),2016-11-15,2017-12-16,eurasian-research-and-analysis-institute
2499,kimberly-l-brandt,health-and-human-services,Principal Deputy Administrator for Operations,,,147,2017-08-06,,38,"$179,700",https://www.linkedin.com/in/kimberly-brandt-1139964/,Loyola Chicago School of Law,University/Colle ge,Associate Professor of Law -- part-time Practitioner Faculty,2015-01-16,2017-08-16,loyola-chicago-school-of-law
2505,anthony-lynnwood-cook,defense,Special Assistant to the Assistant Secretary of Defense for Manpower and Reserve Affairs,,,2072,2017-08-28,,5,"$94,796",,TV Series House of Cards ,Business Enterprise,Employee,2015-06-16,2016-08-16,tv-series-house-of-cards
2511,sarah-jane-dwyer,defense,Advance Officer,,,2074,2017-09-18,,5,"$56,805",,National Catholic Prayer Breakfast,Non-Profit Organiza tion,Consultant,2017-04-16,2017-06-16,national-catholic-prayer-breakfast
2514,jacob-daniel-ashendorf,health-and-human-services,Special Assistant,,,2076,2017-12-09,,38,"$66,510",,California State Legislature,State government,Communication s Director,2015-04-16,2017-09-16,california-state-legislature
2517,justin-edward-butterfield,health-and-human-services,"Senior Advisor (HIPAA), Office for Civil Rights",,,2079,2017-10-29,,38,"$161,900",,First Liberty Institute,Law Firm,Senior Counsel and Director of Research & Education,2010-05-16,2017-10-16,first-liberty-institute
2531,douglas-s-o-brien,health-and-human-services,"Regional Director, Chicago, Illinois, Region V",,,2086,2017-11-12,,38,"$161,900",,Illinois Department of Healthcare and Family Services,State Government,Deputy Director,2016-08-16,2017-08-16,illinois-department-of-healthcare-and-family-services
2540,evelyn-joan-stauffer,health-and-human-services,Press Assistant (Regional Media),,,1246,2017-04-16,2017-10-28,38,"$54,972",https://www.linkedin.com/in/evelyn-stauffer-58941076,Koch Industries,Corporation,Public Policy Coordinator,2014-12-16,2017-04-16,koch-industries
2543,william-henry-wubbenhorst,health-and-human-services,"Associate Commissioner, Family and Youth Services",,,2091,2017-09-05,,38,"$179,700",,"Harvest Home Institute, LLC",Multi-Member LLC,Principal,2015-12-16,2017-09-16,harvest-home-institute-llc-d9818796-8b91-4cc3-8edf-7bdc219abe70
2550,norman-edward-sharpless,health-and-human-services,"Director, National Cancer Institute",,,2092,2017-10-17,,38,,,Thomas Jefferson University Cancer Center,University/Colle ge,External Advisory Board Member,2014-01-16,,thomas-jefferson-university-cancer-center
2554,norman-edward-sharpless,health-and-human-services,"Director, National Cancer Institute",,,2092,2017-10-17,,38,,,American Society of Clinical Investigation,Non-Profit,Associate Editor,2012-07-16,2017-06-16,american-society-of-clinical-investigation
2559,kimberly-badenhop,state,"Special Advisor, Office Of The Under Secretary For Management","Special Advisor, Office of Policy Planning",,2094,2017-09-29,,4,"$112,021",,BisMan Transit Board,Non-Profit Organiza tion,Board Member,2015-01-16,2017-04-16,bisman-transit-board
2563,mary-beams,state,"Counselor, Office Of The Counselor",,,2097,2017-08-20,2017-12-09,4,"$179,700",,Junior Achievement Worldwide,Non-Profit Organiza tion,Board - Chair Finance,2015-01-16,,junior-achievement-worldwide
2571,marc-w-coldiron,white-house-office,Deputy Associate Director,,,2104,,,14,"$62,000",https://www.linkedin.com/in/marc-coldiron-4818b8113/,Friends of Roy Blunt,Business Enterprise,Employee,2016-02-15,2016-12-16,friends-of-roy-blunt
2577,patrick-theodore-brennan,health-and-human-services,Special Assistant,Assistant Speechwriter,,156,2017-04-16,2017-12-23,38,"$79,720",,Researcher for Peggy Noonan,Part-time research,Research assistant,2012-04-16,2015-08-16,researcher-for-peggy-noonan
2581,david-b-cornstein,state,"Ambassador, Hungary",,,2105,2018-02-13,,4,,,The David & Sheila Cornstein Foundation,Non-Profit,President,1989-03-16,,the-david-sheila-cornstein-foundation
2589,victoria-lynn-ellington,state,"Special Assistant, Office of the Secretary",,,2110,2018-02-04,,4,,,American Action Network,Non-Profit Organiza tion,Employee,2016-03-16,,american-action-network
2594,caroline-espinosa,state,"Special Assistant, Office of Policy Planning",,,2111,2017-05-23,2017-12-19,4,"$79,720",,Texas Public Policy Foundation,Non-Profit Organiza tion,Employee,2014-08-16,2017-04-16,texas-public-policy-foundation
2599,taryn-frideres,state,"Special Advisor, Office Of Policy Planning",,,2114,2017-07-23,,4,"$161,900",,712 Real Estate Partners LLC,Business Enterprise,Member,2016-09-16,,712-real-estate-partners-llc
2604,ranjit-gill,state,"Special Assistant, Bureau Of Overseas Buildings Operations",,,2115,2017-12-18,,4,,,Jasbir S. Gill Family Limited Partnership I,Business Enterprise,General Counsel,2017-05-16,,jasbir-s-gill-family-limited-partnership-i
2608,steven-a-groves-state,state,Chief of Staff,,,512,2017-02-13,,4,,,The Heritage Foundation,Non-Profit Organiza tion,Employee,2007-01-16,2017-02-15,the-heritage-foundation
2611,jakub-grygiel,state,"Senior Advisor, Office Of The Secretary",,,2117,2017-08-20,,4,,,Johns Hopkins University,Educational Institu tion,Associate Professor,2003-01-16,,johns-hopkins-university
2618,william-b-inglee,state,"Senior Advisor, Office Of The Secretary",,,2122,2017-02-10,2017-06-10,4,"$161,900",,ISM Strategies LLC,Business Enterprise,General Partner,2013-06-16,,ism-strategies-llc
2624,paul-janiczek-state,state,"Special Assistant, Bureau Of Arms Control, Verification, And Compliance",,,2123,2017-12-10,,4,,,Texas Department of Health and Human Services,State Government,Employee,2015-07-16,2015-10-16,texas-department-of-health-and-human-services
2630,leonid-khodorkovsky,state,"Deputy Assistant Secretary for Digital Strategy, Bureau Of Public Affairs",,,2126,2017-12-18,,4,"$179,700",,Jamestown Associates,Business Enterprise,Employee,2014-02-15,,jamestown-associates
2635,kirsten-dawn-madison,state,Assistant Secretary for International Narcotics and Law Enforcement,,,2128,2018-05-11,,4,,,American Enterprise Institute,Non-Profit,Deputy Director and Resident Fellow for Foreign and Defense Policy,2015-10-16,,american-enterprise-institute
2644,john-mcinnis,state,"Senior Advisor, Office Of Policy Planning",,,2133,2017-09-25,,4,"$161,900",,American Enterprise Institute,Educational Institu tion,Employee,2013-09-16,,american-enterprise-institute
2650,georgette-mosbacher,state,"Ambassador, Poland",,,2135,2018-02-13,,4,,,The Dilenschneider Group,Corporation,Advisory Board Member,2011-01-16,,the-dilenschneider-group
2656,georgette-mosbacher,state,"Ambassador, Poland",,,2135,2018-02-13,,4,,,"Borghese, Inc.",Corporation,Chief Executive Officer,2001-01-16,2015-07-16,borghese-inc
2658,georgette-mosbacher,state,"Ambassador, Poland",,,2135,2018-02-13,,4,,,Intrepid Museum Foundation,Non-Profit,Trustee,2000-01-16,2016-11-15,intrepid-museum-foundation
2659,georgette-mosbacher,state,"Ambassador, Poland",,,2135,2018-02-13,,4,,,Women and Girls Lead,Non-Profit,Leadership Council Member,2013-01-16,,women-and-girls-lead
2665,steven-a-munoz,state,"Special Advisor to Transition, Office Of The Secretary",,,2136,2017-01-25,2017-07-14,4,"$131,767",,"American Southern Group, LLC.",Business Enterprise,Proprietor,2006-05-16,,american-southern-group-llc
2670,andrew-peek,state,"Deputy Assistant Secretary, Bureau Of Near Eastern Affairs",,,2137,2017-12-10,,4,,,University of Southern California,Educational Institu tion,Contractor,2017-01-16,2017-05-16,university-of-southern-california
2677,ryan-p-shellooe,state,"Special Assistant, Office Of The Secretary","Special Assistant, Office Of The Under Secretary For Management",,2140,2017-09-03,,4,"$79,720",,Donald J. Trump for President Inc.,Business Enterprise,Consultant,2016-08-16,2016-12-16,donald-j-trump-for-president-inc
2683,brady-brookes,health-and-human-services,Special Assistant,Deputy Chief of Staff,,166,2017-01-20,2017-03-04,38,"$97,956",https://www.linkedin.com/in/brady-brookes-0216227/,Office of Governor Mike Pence,Government,Deputy Legislative Director,2014-10-16,2015-06-16,office-of-governor-mike-pence
2688,william-wolfe,state,"Special Assistant, Office Of The Secretary","Special Assistant, Bureau Of Legislative Affairs",,2510,2017-04-02,,4,"$112,021",,Heritage Action For America,Business Enterprise,"Dep. Dir., Gov. Rela tions",2016-01-16,2017-03-16,heritage-action-for-america-c51b0e32-9a08-446d-9000-257cfc213a21
2694,cathy-foster-gautreaux,transportation,Deputy Administrator,,,2149,2017-11-13,,52,"$179,700",,HELP Inc.,Corporation,Board Member,2016-01-16,2016-01-16,help-inc
2704,heidi-renate-king,transportation,Deputy Administrator,,,2153,2017-10-01,,52,"$179,700",,GE Capital,Corporation,Global Director of Environmental Risk,2013-03-16,2016-12-16,ge-capital
2706,john-edmund-kramer,transportation,Deputy Assistant Secretary For Finance And Budget,,,2155,2017-12-18,,52,,,Aerosim Inc.,Corporation,Group CFO,2013-10-16,2017-06-16,aerosim-inc
2711,mark-steven-lillie,transportation,Chief Counsel,,,2157,2018-01-08,,52,,,Geneva Lake Association,Non-Profit,Vice President,2015-07-16,,geneva-lake-association
2716,christopher-charles-mitton,transportation,Governmental Affairs Officer,,,902,2017-06-25,,52,"$94,796",,American Forest & Paper Association,Corporation,State Government Affairs Manager,2015-04-16,2017-05-16,american-forest-paper-association
